ID	%G+C	%AA	%AC	%AG	%AU	%CA	%CC	%CG	%CU	%GA	%GC	%GG	%GU	%UA	%UC	%UG	%UU	MFEI1	MFEI2	dG	dP	dQ	dD	dF	ZG	ZP	ZQ	ZD	ZF	MFEI3	MFEI4	EAFE	Freq	Diversity	Diff	dH	dH/L	dS	dS/L	Tm	Tm/L	|A-U|/L	|G-C|/L	|G-U|/L	Avg_Bp_Stem	%(A-U)/stems	%(G-C)/stems	%(G-U)/stems		
1.000000000000000	42.500000000000000	2.530000000000000	8.860000000000000	7.590000000000000	6.330000000000000	6.330000000000000	5.060000000000000	0.000000000000000	7.590000000000000	5.060000000000000	0.000000000000000	10.130000000000000	8.860000000000000	12.660000000000000	5.060000000000000	6.330000000000000	7.590000000000000	-0.010470588235294	-0.111250000000000	-0.445000000000000	0.362500000000000	0.122400000000000	0.041100000000000	0.518806000000000	-4.732300000000000	2.482000000000000	-1.399400000000000	-1.477600000000000	1.195000000000000	-0.089000000000000	-1.227586206896550	-0.471000000000000	0.076451200000000	3.290000000000000	0.026000000000000	-276.800000000000000	-3.460000000000000	-795.400000000000000	-9.942500000000000	74.800000000000000	0.935000000000000	0.175000000000000	0.150000000000000	0.037500000000000	7.250000000000000	12.068965517241400	10.344827586206900	2.586206896551700		
1.000000000000000	40.280000000000000	4.230000000000000	4.230000000000000	14.080000000000000	5.630000000000000	4.230000000000000	4.230000000000000	0.000000000000000	7.040000000000000	5.630000000000000	2.820000000000000	7.040000000000000	9.860000000000000	12.680000000000000	4.230000000000000	4.230000000000000	9.860000000000000	-0.008689175769613	-0.175000000000000	-0.350000000000000	0.333300000000000	0.139000000000000	0.042800000000000	1.000000000000000	-3.311200000000000	1.550800000000000	-1.265400000000000	-1.392600000000000	1.081000000000000	-0.116666666666667	-1.050000000000000	-0.373333333333333	0.065017400000000	3.080000000000000	0.023333333333333	-168.300000000000000	-2.337500000000000	-472.000000000000000	-6.555555555555560	83.400000000000000	1.158333333333330	0.166666666666667	0.125000000000000	0.041666666666667	12.000000000000000	25.000000000000000	18.750000000000000	6.250000000000000		
1.000000000000000	45.950000000000000	2.740000000000000	4.110000000000000	5.480000000000000	6.850000000000000	1.370000000000000	4.110000000000000	0.000000000000000	12.330000000000000	2.740000000000000	4.110000000000000	12.330000000000000	9.590000000000000	12.330000000000000	5.480000000000000	9.590000000000000	6.850000000000000	-0.010117519042437	-0.154954954954954	-0.464900000000000	0.378400000000000	0.109100000000000	0.037000000000000	0.585786000000000	-5.008400000000000	2.502100000000000	-1.429400000000000	-1.489400000000000	0.793800000000000	-0.116216216216216	-1.228571428571430	-0.488648648648649	0.057179100000000	2.740000000000000	0.023783783783784	-221.100000000000000	-2.987837837837840	-613.300000000000000	-8.287837837837840	87.400000000000000	1.181081081081080	0.162162162162162	0.148648648648649	0.067567567567568	9.333333333333330	14.285714285714300	13.095238095238100	5.952380952380930		
1.000000000000000	53.010000000000000	3.660000000000000	4.880000000000000	7.320000000000000	3.660000000000000	3.660000000000000	8.540000000000000	2.440000000000000	7.320000000000000	4.880000000000000	3.660000000000000	10.980000000000000	10.980000000000000	7.320000000000000	3.660000000000000	10.980000000000000	6.100000000000000	-0.011499717034522	-0.203212851405622	-0.609600000000000	0.409600000000000	0.039100000000000	0.015000000000000	1.000000000000000	-8.600200000000000	4.090400000000000	-2.073600000000000	-2.153900000000000	1.629300000000000	-0.152409638554217	-1.488235294117650	-0.619879518072289	0.412223000000000	1.240000000000000	0.010240963855422	-302.100000000000000	-3.639759036144580	-834.400000000000000	-10.053012048192800	88.900000000000000	1.071084337349400	0.144578313253012	0.192771084337349	0.072289156626506	11.333333333333300	11.764705882352900	15.686274509803900	5.882352941176470		
1.000000000000000	47.620000000000000	2.410000000000000	6.020000000000000	9.640000000000000	2.410000000000000	3.610000000000000	6.020000000000000	1.200000000000000	7.230000000000000	4.820000000000000	3.610000000000000	9.640000000000000	10.840000000000000	9.640000000000000	3.610000000000000	7.230000000000000	12.050000000000000	-0.008374632507350	-0.132936507936507	-0.398800000000000	0.369000000000000	0.136300000000000	0.047600000000000	0.585786000000000	-3.485400000000000	2.486400000000000	-1.344200000000000	-1.350500000000000	0.696800000000000	-0.099702380952381	-1.080645161290320	-0.419166666666667	0.062616400000000	4.000000000000000	0.020357142857143	-230.300000000000000	-2.741666666666670	-653.900000000000000	-7.784523809523810	79.100000000000000	0.941666666666667	0.154761904761905	0.142857142857143	0.071428571428572	10.333333333333300	13.978494623655900	12.903225806451600	6.451612903225800		
1.000000000000000	48.280000000000000	3.490000000000000	4.650000000000000	12.790000000000000	3.490000000000000	4.650000000000000	5.810000000000000	1.160000000000000	6.980000000000000	5.810000000000000	5.810000000000000	11.630000000000000	5.810000000000000	10.470000000000000	1.160000000000000	4.650000000000000	11.630000000000000	-0.010142916321458	-0.244827586206896	-0.489700000000000	0.390800000000000	0.072600000000000	0.030700000000000	1.000000000000000	-6.079100000000000	3.356900000000000	-1.807600000000000	-1.784100000000000	0.632700000000000	-0.163218390804598	-1.252941176470590	-0.526896551724138	0.011742000000000	2.670000000000000	0.037241379310345	-270.400000000000000	-3.108045977011490	-748.300000000000000	-8.601149425287360	88.200000000000000	1.013793103448280	0.149425287356322	0.172413793103448	0.068965517241379	17.000000000000000	19.117647058823500	22.058823529411700	8.823529411764700	 	 
1.000000000000000	56.960000000000000	1.280000000000000	5.130000000000000	12.820000000000000	3.850000000000000	5.130000000000000	11.540000000000000	2.560000000000000	6.410000000000000	8.970000000000000	3.850000000000000	12.820000000000000	5.130000000000000	7.690000000000000	3.850000000000000	3.850000000000000	5.130000000000000	-0.008400632022472	-0.159493670886075	-0.478500000000000	0.354400000000000	0.153900000000000	0.052700000000000	0.585786000000000	-4.011500000000000	2.394000000000000	-1.167400000000000	-1.191400000000000	0.862300000000000	-0.119620253164557	-1.350000000000000	-0.500000000000000	0.063014300000000	4.170000000000000	0.021518987341772	-207.700000000000000	-2.629113924050630	-574.200000000000000	-7.268354430379750	88.500000000000000	1.120253164556960	0.126582278481013	0.189873417721519	0.037974683544304	9.333333333333330	11.904761904761900	17.857142857142800	3.571428571428570		
1.000000000000000	40.230000000000000	2.330000000000000	3.490000000000000	10.470000000000000	8.140000000000000	3.490000000000000	5.810000000000000	0.000000000000000	5.810000000000000	8.140000000000000	1.160000000000000	5.810000000000000	10.470000000000000	11.630000000000000	4.650000000000000	9.300000000000000	9.300000000000000	-0.012371364653244	-0.165900383141762	-0.497700000000000	0.390800000000000	0.063600000000000	0.023300000000000	0.585786000000000	-8.143700000000000	3.425200000000000	-1.990500000000000	-2.050200000000000	1.689100000000000	-0.124425287356322	-1.273529411764710	-0.510229885057471	0.170393000000000	2.030000000000000	0.012528735632184	-268.300000000000000	-3.083908045977010	-750.300000000000000	-8.624137931034480	84.400000000000000	0.970114942528736	0.206896551724138	0.126436781609195	0.057471264367816	11.333333333333300	17.647058823529400	10.784313725490200	4.901960784313700		
1.000000000000000	42.170000000000000	1.220000000000000	6.100000000000000	8.540000000000000	8.540000000000000	4.880000000000000	6.100000000000000	1.220000000000000	6.100000000000000	6.100000000000000	0.000000000000000	7.320000000000000	9.760000000000000	12.200000000000000	6.100000000000000	7.320000000000000	8.540000000000000	-0.011629120227650	-0.122590361445783	-0.490400000000000	0.373500000000000	0.105100000000000	0.040400000000000	0.518806000000000	-6.603500000000000	2.797500000000000	-1.538700000000000	-1.495500000000000	0.756500000000000	-0.098072289156627	-1.312903225806450	-0.525421686746988	0.062561700000000	3.350000000000000	0.035060240963855	-284.300000000000000	-3.425301204819280	-803.500000000000000	-9.680722891566270	80.700000000000000	0.972289156626506	0.192771084337349	0.156626506024096	0.024096385542169	7.750000000000000	12.903225806451600	10.483870967741900	1.612903225806450		
1.000000000000000	50.000000000000000	1.200000000000000	8.430000000000000	10.840000000000000	3.610000000000000	7.230000000000000	7.230000000000000	1.200000000000000	6.020000000000000	6.020000000000000	4.820000000000000	8.430000000000000	9.640000000000000	9.640000000000000	1.200000000000000	8.430000000000000	6.020000000000000	-0.009642000000000	-0.160714285714285	-0.482100000000000	0.392900000000000	0.039100000000000	0.016300000000000	0.585786000000000	-5.181300000000000	3.572800000000000	-1.924100000000000	-1.968800000000000	1.135300000000000	-0.120535714285714	-1.227272727272730	-0.488452380952381	0.420199000000000	1.370000000000000	0.006309523809524	-282.400000000000000	-3.361904761904760	-794.100000000000000	-9.453571428571430	82.500000000000000	0.982142857142857	0.166666666666667	0.166666666666667	0.059523809523810	11.000000000000000	14.141414141414100	14.141414141414100	5.050505050505030		
